Provider_ID,Name,Type,Address,City,Contact,Food_ID,Food_Name,Quantity,Expiry_Date,Provider_Type,Location,Food_Type,Meal_Type
240,Marshall Ltd,Catering Service,"30050 Christine Square Apt. 097
Kingfort, KS 26841",Andreaborough,+1-314-339-0357x53136,926,Rice,41,2025-03-16,Catering Service,Andreaborough,Vegetarian,Snacks
241,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,131,Fish,16,2025-03-18,Catering Service,Devinmouth,Vegan,Dinner
241,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,251,Dairy,12,2025-03-24,Catering Service,Devinmouth,Non-Vegetarian,Lunch
241,"Harper, Blake and Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,405,Bread,16,2025-03-20,Catering Service,Devinmouth,Vegetarian,Lunch
242,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,211,Chicken,37,2025-03-22,Restaurant,Michaelport,Vegetarian,Snacks
242,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,226,Rice,26,2025-03-22,Restaurant,Michaelport,Non-Vegetarian,Snacks
242,Aguilar-Frederick,Restaurant,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,428,Dairy,35,2025-03-16,Restaurant,Michaelport,Vegetarian,Snacks
243,Davis-Hurley,Catering Service,"687 Sparks Forks
East Patricia, NC 25546",West Catherine,(172)389-0239x87614,61,Fruits,33,2025-03-22,Catering Service,West Catherine,Vegetarian,Lunch
244,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,199,Vegetables,16,2025-03-17,Supermarket,Toddberg,Vegan,Breakfast
244,Chan-Elliott,Supermarket,"16644 Kelli Spur
Gregoryville, SC 80630",Toddberg,021-322-3933x46620,277,Pasta,30,2025-03-22,Supermarket,Toddberg,Non-Vegetarian,Lunch
245,Williams and Sons,Restaurant,"8921 Juan Ville
New Monicashire, MD 92426",Lake Heather,+1-279-007-2137x9870,551,Chicken,4,2025-03-26,Restaurant,Lake Heather,Vegan,Lunch
247,Shepherd-Yates,Catering Service,"973 Garner Mews
Peggymouth, MO 33680",Port Aaron,477-819-1257x990,182,Soup,29,2025-03-18,Catering Service,Port Aaron,Vegan,Breakfast
248,"Oliver, Cross and Gilbert",Restaurant,"USS Mcintyre
FPO AA 76857",South Michellechester,001-607-614-4871x9620,818,Fish,50,2025-03-29,Restaurant,South Michellechester,Vegetarian,Dinner
249,"Davis, Sanchez and Hernandez",Catering Service,"61204 Christopher Springs
North Kathy, SD 81291",Johnsonside,452.214.9646x15610,776,Chicken,33,2025-03-24,Catering Service,Johnsonside,Vegetarian,Dinner
251,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,59,Vegetables,38,2025-03-22,Restaurant,East Terrancemouth,Vegan,Snacks
251,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,163,Bread,45,2025-03-16,Restaurant,East Terrancemouth,Vegetarian,Dinner
251,Carter-Jones,Restaurant,"26720 Candace Inlet Suite 052
Hendersonton, MA 30678",East Terrancemouth,892-412-5796,635,Pasta,18,2025-03-26,Restaurant,East Terrancemouth,Vegetarian,Dinner
252,Blair LLC,Grocery Store,"084 Alejandro Ports Apt. 820
Sarahton, LA 54906",Phillipsfort,(213)522-3298x866,373,Rice,39,2025-03-21,Grocery Store,Phillipsfort,Non-Vegetarian,Lunch
253,Gonzales-Keith,Catering Service,"4934 Mitchell Lake
Sharonchester, NJ 09163",Sharonton,986-491-7149x656,106,Rice,31,2025-03-19,Catering Service,Sharonton,Vegetarian,Breakfast
253,Gonzales-Keith,Catering Service,"4934 Mitchell Lake
Sharonchester, NJ 09163",Sharonton,986-491-7149x656,729,Rice,42,2025-03-30,Catering Service,Sharonton,Vegan,Lunch
254,Huber Group,Restaurant,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,271,Rice,22,2025-03-17,Restaurant,Reidland,Vegan,Breakfast
255,"Chapman, Barrett and Lopez",Supermarket,"1402 Kimberly Plaza Apt. 787
Katherinetown, OK 71945",Crystalborough,158-680-9083x1158,513,Fruits,49,2025-03-18,Supermarket,Crystalborough,Vegetarian,Snacks
257,James Group,Supermarket,"27163 Jennifer Roads
Williamsside, ID 07654",Lake Coryhaven,001-385-215-0963x215,992,Salad,25,2025-03-26,Supermarket,Lake Coryhaven,Vegan,Breakfast
258,Gonzales-Moore,Restaurant,"326 Parker Crescent
South Hailey, SD 72035",Lake Anthonyport,495-926-2302x026,468,Fruits,1,2025-03-27,Restaurant,Lake Anthonyport,Vegetarian,Breakfast
261,"Lopez, Davis and Duncan",Grocery Store,"1779 Zachary Island Suite 743
Santosmouth, IL 00898",South Richardhaven,424-107-9020,927,Fruits,39,2025-03-26,Grocery Store,South Richardhaven,Vegetarian,Snacks
262,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,27,Salad,12,2025-03-23,Supermarket,New Carol,Vegan,Breakfast
262,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,190,Salad,25,2025-03-22,Supermarket,New Carol,Non-Vegetarian,Snacks
262,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,477,Dairy,40,2025-03-18,Supermarket,New Carol,Vegan,Breakfast
262,Bradford-Martinez,Supermarket,"366 Wheeler Fields
Harringtonchester, WY 86540",New Carol,199.451.0254,829,Dairy,44,2025-03-18,Supermarket,New Carol,Vegan,Dinner
263,"Lutz, Smith and Martin",Grocery Store,"8964 Reed Valleys Suite 413
Davidborough, MA 78474",Chambersfort,+1-643-647-0236x085,712,Pasta,31,2025-03-18,Grocery Store,Chambersfort,Non-Vegetarian,Dinner
264,Holland and Sons,Catering Service,"430 Tyler View Apt. 166
South Katherine, TX 04269",New Richard,184-401-2586x9344,93,Salad,49,2025-03-20,Catering Service,New Richard,Vegetarian,Lunch
264,Holland and Sons,Catering Service,"430 Tyler View Apt. 166
South Katherine, TX 04269",New Richard,184-401-2586x9344,390,Soup,19,2025-03-27,Catering Service,New Richard,Non-Vegetarian,Lunch
265,Simmons-Mcdaniel,Catering Service,"237 Jason Trail
East Jacobborough, VT 07794",New Douglas,175-617-1876,728,Dairy,28,2025-03-28,Catering Service,New Douglas,Vegetarian,Dinner
266,Thomas-Carpenter,Grocery Store,"0891 Martin Shore Apt. 596
Mcdonaldstad, PA 01987",Port Ronaldshire,021.908.0322x164,889,Soup,21,2025-03-16,Grocery Store,Port Ronaldshire,Vegan,Snacks
267,Sherman-Garza,Catering Service,"044 Johnson Brook
Velazquezville, IA 66365",Port Kevinburgh,(357)159-0029x4117,558,Chicken,32,2025-03-20,Catering Service,Port Kevinburgh,Vegetarian,Snacks
268,"White, Hutchinson and Williams",Grocery Store,"6135 Michael Extension Apt. 708
Brendaborough, MN 18905",Nolanmouth,655.056.4788x798,7,Dairy,29,2025-03-25,Grocery Store,Nolanmouth,Vegan,Dinner
270,Harrison-Wilson,Catering Service,"904 Christopher Station
Lake Patriciaborough, AR 56947",Cunninghambury,269.475.2515,58,Pasta,39,2025-03-28,Catering Service,Cunninghambury,Vegan,Lunch
273,Hammond LLC,Supermarket,"7396 Patrick Row
East Roy, UT 18983",New Carol,001-324-482-4894,410,Salad,21,2025-03-19,Supermarket,New Carol,Non-Vegetarian,Snacks
273,Hammond LLC,Supermarket,"7396 Patrick Row
East Roy, UT 18983",New Carol,001-324-482-4894,533,Fruits,25,2025-03-17,Supermarket,New Carol,Vegetarian,Breakfast
274,Shields-Moore,Supermarket,"922 Bailey Overpass Suite 885
New William, VA 50509",New Dawnborough,9332911651,626,Salad,37,2025-03-29,Supermarket,New Dawnborough,Non-Vegetarian,Breakfast
275,"Floyd, Jones and Alvarado",Supermarket,"55399 Bullock Cove Apt. 326
East Latoya, KY 21621",Brittanyport,106.317.0700x02344,91,Vegetables,9,2025-03-22,Supermarket,Brittanyport,Vegetarian,Breakfast
276,Hodge-Leblanc,Supermarket,"2243 John Squares
Johnburgh, TX 33271",Port Eric,3692481031,293,Rice,32,2025-03-27,Supermarket,Port Eric,Non-Vegetarian,Dinner
276,Hodge-Leblanc,Supermarket,"2243 John Squares
Johnburgh, TX 33271",Port Eric,3692481031,955,Soup,26,2025-03-26,Supermarket,Port Eric,Non-Vegetarian,Snacks
277,Ramos and Sons,Catering Service,"6378 Kendra Greens
East Jacob, IN 59852",West Aliciabury,5918690343,21,Rice,38,2025-03-26,Catering Service,West Aliciabury,Vegan,Dinner
279,"Greene, Wood and Hernandez",Restaurant,"69618 Jacob Stravenue
South Jacobton, OH 42099",Garciaport,238.551.4657,5,Soup,14,2025-03-19,Restaurant,Garciaport,Vegan,Dinner
282,"Baker, Gardner and Callahan",Supermarket,"18439 Amanda Field Apt. 333
Mccartymouth, MO 88867",Port Gregton,520-919-5240,757,Dairy,42,2025-03-21,Supermarket,Port Gregton,Vegetarian,Dinner
284,Cruz Inc,Supermarket,"96242 Luis Mill
South Jeffrey, PA 65606",North Julieburgh,242.471.4335,306,Salad,27,2025-03-22,Supermarket,North Julieburgh,Non-Vegetarian,Snacks
285,Sanchez-Fisher,Restaurant,"77514 Todd Creek Apt. 870
East Ashley, ND 47642",West Corey,971.803.6233x098,578,Salad,27,2025-03-29,Restaurant,West Corey,Vegan,Snacks
285,Sanchez-Fisher,Restaurant,"77514 Todd Creek Apt. 870
East Ashley, ND 47642",West Corey,971.803.6233x098,727,Chicken,3,2025-03-18,Restaurant,West Corey,Vegetarian,Lunch
287,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281,198,Bread,50,2025-03-23,Catering Service,Jefferyside,Vegetarian,Breakfast
287,Carr-Wells,Catering Service,"202 Castillo Course Suite 667
New Joshua, OK 47311",Jefferyside,(535)017-9013x9281,814,Bread,18,2025-03-17,Catering Service,Jefferyside,Vegan,Snacks
288,Carlson-Mathis,Supermarket,"98491 Matthews Mall
Lake Juantown, NY 51580",Maynardstad,518.257.3189x434,86,Soup,13,2025-03-30,Supermarket,Maynardstad,Vegetarian,Dinner
288,Carlson-Mathis,Supermarket,"98491 Matthews Mall
Lake Juantown, NY 51580",Maynardstad,518.257.3189x434,650,Soup,40,2025-03-16,Supermarket,Maynardstad,Non-Vegetarian,Breakfast
289,Jenkins-Carpenter,Supermarket,"9447 Dixon Orchard
Port Jacob, DE 27747",Toddstad,1448122181,670,Salad,37,2025-03-24,Supermarket,Toddstad,Non-Vegetarian,Snacks
290,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,44,Bread,39,2025-03-22,Supermarket,Bradleyport,Vegan,Snacks
290,"Webb, Phillips and Garcia",Supermarket,"09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,217,Soup,42,2025-03-23,Supermarket,Bradleyport,Vegetarian,Lunch
292,Lopez-Duffy,Supermarket,"PSC 0689, Box 6828
APO AP 21295",Mooneybury,048.373.4973x79978,809,Dairy,48,2025-03-29,Supermarket,Mooneybury,Vegan,Breakfast
293,Ibarra and Sons,Catering Service,"Unit 2034 Box 3584
DPO AE 66830",Joneshaven,855-385-3050x223,72,Dairy,11,2025-03-24,Catering Service,Joneshaven,Vegan,Dinner
293,Ibarra and Sons,Catering Service,"Unit 2034 Box 3584
DPO AE 66830",Joneshaven,855-385-3050x223,746,Bread,31,2025-03-30,Catering Service,Joneshaven,Non-Vegetarian,Lunch
295,"Patterson, Harris and Kelly",Restaurant,"887 Martinez Spurs
Thorntonshire, WV 04210",Meghanfurt,8457019148,492,Pasta,30,2025-03-28,Restaurant,Meghanfurt,Vegetarian,Breakfast
301,"Smith, Glover and Mcintyre",Supermarket,"183 Jessica Island Suite 755
Rebeccafurt, ID 61131",East Laurashire,(502)012-9123x94085,337,Vegetables,5,2025-03-24,Supermarket,East Laurashire,Vegan,Snacks
304,Douglas-Colon,Catering Service,"30465 Latoya Haven
Hartville, NC 48753",Port Marcland,439.020.2351,819,Bread,35,2025-03-28,Catering Service,Port Marcland,Non-Vegetarian,Breakfast
306,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,20,Pasta,41,2025-03-17,Catering Service,North Keith,Non-Vegetarian,Snacks
306,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,168,Salad,26,2025-03-20,Catering Service,North Keith,Non-Vegetarian,Lunch
306,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,186,Pasta,48,2025-03-17,Catering Service,North Keith,Vegetarian,Breakfast
306,"Evans, Wright and Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,722,Soup,43,2025-03-26,Catering Service,North Keith,Vegetarian,Dinner
308,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,312154595,112,Chicken,32,2025-03-25,Catering Service,Brittanyside,Vegetarian,Lunch
308,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,312154595,743,Chicken,46,2025-03-29,Catering Service,Brittanyside,Vegan,Breakfast
308,Doyle LLC,Catering Service,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,312154595,792,Chicken,15,2025-03-17,Catering Service,Brittanyside,Vegan,Breakfast
310,"Sullivan, Thornton and Peterson",Grocery Store,"1679 John Court
Katherineberg, ID 45885",Saraburgh,(688)116-5399,894,Pasta,43,2025-03-25,Grocery Store,Saraburgh,Vegetarian,Dinner
312,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,83,Rice,44,2025-03-28,Restaurant,North Ianbury,Vegetarian,Dinner
312,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,283,Dairy,7,2025-03-30,Restaurant,North Ianbury,Non-Vegetarian,Breakfast
312,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,379,Rice,14,2025-03-18,Restaurant,North Ianbury,Vegetarian,Lunch
312,Garcia-Hunter,Restaurant,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,922,Soup,32,2025-03-22,Restaurant,North Ianbury,Non-Vegetarian,Dinner
313,Maldonado-Davis,Supermarket,"51547 Desiree Cape Suite 175
Port Benjaminfurt, RI 95290",Boylechester,9538261424,70,Rice,7,2025-03-16,Supermarket,Boylechester,Vegetarian,Lunch
314,Wright-Mcclure,Restaurant,"569 Laurie Lake
Lake Erikview, WY 06966",Rodriguezfurt,+1-982-494-3609x2407,121,Vegetables,16,2025-03-30,Restaurant,Rodriguezfurt,Non-Vegetarian,Dinner
315,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,215,Bread,50,2025-03-30,Restaurant,Lake Andrewmouth,Vegetarian,Snacks
315,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,290,Dairy,19,2025-03-19,Restaurant,Lake Andrewmouth,Non-Vegetarian,Lunch
315,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,413,Salad,31,2025-03-24,Restaurant,Lake Andrewmouth,Vegetarian,Lunch
315,Nelson LLC,Restaurant,"773 Frazier Ranch
Kellerbury, GA 32205",Lake Andrewmouth,+1-859-029-3911x34890,663,Dairy,42,2025-03-24,Restaurant,Lake Andrewmouth,Vegan,Snacks
316,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,(007)484-4365x34610,176,Fish,19,2025-03-30,Supermarket,Williamsfort,Non-Vegetarian,Snacks
316,Johnson Group,Supermarket,"0019 Gray Trafficway
North Sara, NC 74122",Williamsfort,(007)484-4365x34610,250,Bread,8,2025-03-16,Supermarket,Williamsfort,Vegan,Snacks
319,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,202,Dairy,17,2025-03-18,Restaurant,Lake Amymouth,Vegetarian,Lunch
319,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,240,Fruits,46,2025-03-26,Restaurant,Lake Amymouth,Vegetarian,Lunch
319,"Davila, Green and Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,859,Pasta,1,2025-03-26,Restaurant,Lake Amymouth,Non-Vegetarian,Breakfast
320,Shah Group,Supermarket,"1654 Singh Roads
Paynehaven, RI 22772",Lake Jeffreytown,953-840-3880,192,Vegetables,5,2025-03-17,Supermarket,Lake Jeffreytown,Vegan,Snacks
321,Williams-Boyle,Restaurant,"09025 Callahan Club
Ramosport, WY 36155",North Edwinchester,633-782-3532x46627,391,Bread,40,2025-03-25,Restaurant,North Edwinchester,Vegan,Lunch
323,Peters-Johnson,Restaurant,"6383 Gomez Islands
Sanchezport, IA 35229",Jasmineberg,106.150.3989x9566,219,Fish,26,2025-03-18,Restaurant,Jasmineberg,Vegetarian,Snacks
324,Roberts Group,Grocery Store,"160 Sheri Course
Mossfurt, MO 13285",East Elizabeth,043-467-7558x957,731,Fruits,42,2025-03-30,Grocery Store,East Elizabeth,Vegetarian,Snacks
326,"Bender, Jordan and Bennett",Supermarket,"635 Herrera Trafficway
Huynhside, CT 11395",Lake Alicia,001-194-509-7599x83421,279,Chicken,3,2025-03-25,Supermarket,Lake Alicia,Non-Vegetarian,Lunch
326,"Bender, Jordan and Bennett",Supermarket,"635 Herrera Trafficway
Huynhside, CT 11395",Lake Alicia,001-194-509-7599x83421,687,Pasta,5,2025-03-29,Supermarket,Lake Alicia,Vegan,Lunch
327,"Miller, Conner and Clark",Restaurant,"4464 Shaun Plain Suite 161
Sandraview, TN 76190",Villaborough,+1-075-795-2419x75821,664,Bread,34,2025-03-20,Restaurant,Villaborough,Non-Vegetarian,Breakfast
328,"Walker, Brennan and Townsend",Grocery Store,"Unit 9379 Box 7124
DPO AP 65325",Port Rubenville,(194)900-2168,566,Fish,8,2025-03-17,Grocery Store,Port Rubenville,Vegan,Lunch
330,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052,201,Soup,35,2025-03-29,Restaurant,Jamesport,Vegetarian,Dinner
330,Holloway-Koch,Restaurant,"2889 Jorge Fields
South Thomasland, AR 38794",Jamesport,323.974.7052,831,Pasta,24,2025-03-22,Restaurant,Jamesport,Non-Vegetarian,Breakfast
331,"Edwards, Johnson and Cross",Catering Service,"5969 Burke Ridges
North Kevinborough, MT 75005",South Jeffreyburgh,869-227-8515x888,366,Chicken,25,2025-03-24,Catering Service,South Jeffreyburgh,Non-Vegetarian,Lunch
332,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,150,Fish,50,2025-03-28,Restaurant,West Whitneymouth,Vegan,Snacks
332,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,685,Rice,39,2025-03-18,Restaurant,West Whitneymouth,Vegetarian,Dinner
332,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,692,Bread,8,2025-03-17,Restaurant,West Whitneymouth,Non-Vegetarian,Dinner
332,Cox LLC,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,790,Chicken,2,2025-03-21,Restaurant,West Whitneymouth,Vegan,Dinner
333,"Herrera, Fritz and Banks",Restaurant,"USCGC Adams
FPO AP 17515",Port Heidiland,(057)146-9859x95415,222,Vegetables,23,2025-03-20,Restaurant,Port Heidiland,Non-Vegetarian,Breakfast
334,Cox-Mcintyre,Grocery Store,"85337 King Junction Suite 272
East Nicoleshire, ID 63161",South Jillshire,(422)450-8076,912,Dairy,6,2025-03-28,Grocery Store,South Jillshire,Non-Vegetarian,Breakfast
335,"Newman, Pearson and Mccarthy",Grocery Store,"4719 Darryl Isle
New Rebecca, GA 13003",North Gary,905.549.7068,63,Salad,6,2025-03-20,Grocery Store,North Gary,Vegetarian,Dinner
335,"Newman, Pearson and Mccarthy",Grocery Store,"4719 Darryl Isle
New Rebecca, GA 13003",North Gary,905.549.7068,784,Bread,1,2025-03-26,Grocery Store,North Gary,Non-Vegetarian,Dinner
336,Mckinney LLC,Supermarket,"52072 Rhonda Flats
Lake Brandon, VA 43437",East Sandra,(338)059-6636x909,169,Fruits,18,2025-03-20,Supermarket,East Sandra,Vegan,Snacks
337,Hogan-Oliver,Restaurant,"03856 Garcia Course Suite 618
New Patriciamouth, DC 05462",New Ricky,001-484-018-9255x90683,467,Dairy,7,2025-03-28,Restaurant,New Ricky,Non-Vegetarian,Dinner
338,Ibarra LLC,Catering Service,"064 Andrea Land Suite 946
Lake Melody, ME 49581",Adambury,6703380260,427,Soup,34,2025-03-18,Catering Service,Adambury,Non-Vegetarian,Lunch
340,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166,225,Fish,26,2025-03-24,Grocery Store,Murrayborough,Vegan,Dinner
340,"Barry, Powers and White",Grocery Store,"1145 Justin Light
Richardside, CT 45760",Murrayborough,(023)817-1166,472,Salad,21,2025-03-20,Grocery Store,Murrayborough,Non-Vegetarian,Snacks
341,Jenkins-Carrillo,Grocery Store,"656 Denise Spurs Suite 112
Joshuaborough, NY 66307",Lake Ryanbury,025.332.6781x596,592,Rice,13,2025-03-23,Grocery Store,Lake Ryanbury,Vegan,Lunch
342,Smith Inc,Catering Service,"00691 Joseph Parks
Matthewville, CO 02023",Matthewbury,+1-340-986-4095,721,Vegetables,20,2025-03-22,Catering Service,Matthewbury,Non-Vegetarian,Breakfast
343,"Harris, Perez and Willis",Catering Service,"549 Moody Road Suite 873
Jacobshire, VT 80966",South Christopherborough,581-281-6112,8,Rice,49,2025-03-28,Catering Service,South Christopherborough,Vegetarian,Lunch
344,"Mcmillan, Gallegos and Perry",Catering Service,"4963 Decker Loop Apt. 710
West Karen, MO 17141",North Nicholas,247-797-3341x5155,257,Chicken,41,2025-03-25,Catering Service,North Nicholas,Vegan,Snacks
344,"Mcmillan, Gallegos and Perry",Catering Service,"4963 Decker Loop Apt. 710
West Karen, MO 17141",North Nicholas,247-797-3341x5155,295,Soup,39,2025-03-17,Catering Service,North Nicholas,Non-Vegetarian,Dinner
345,Mitchell-Watson,Catering Service,"2215 Jacob Valleys Suite 115
Garcialand, SC 12573",North Tracy,001-366-677-9015,437,Chicken,29,2025-03-16,Catering Service,North Tracy,Non-Vegetarian,Dinner
346,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,97,Rice,44,2025-03-21,Grocery Store,Thomasville,Vegetarian,Dinner
346,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,324,Soup,39,2025-03-24,Grocery Store,Thomasville,Vegetarian,Snacks
346,"Phillips, Wolfe and Martin",Grocery Store,"Unit 1376 Box 6294
DPO AE 62072",Thomasville,001-548-413-4962,345,Pasta,14,2025-03-20,Grocery Store,Thomasville,Vegan,Lunch
347,"Hood, Hoffman and Wright",Supermarket,"783 Gonzales Valleys Apt. 115
Alexandrialand, NH 52248",Louismouth,992.697.3906x31622,457,Soup,30,2025-03-25,Supermarket,Louismouth,Non-Vegetarian,Lunch
347,"Hood, Hoffman and Wright",Supermarket,"783 Gonzales Valleys Apt. 115
Alexandrialand, NH 52248",Louismouth,992.697.3906x31622,902,Salad,34,2025-03-30,Supermarket,Louismouth,Vegan,Snacks
350,"Scott, Johnson and Villa",Restaurant,"265 Williams Canyon Suite 869
Port Joseph, AR 44255",Port Dustin,001-144-195-6495x72650,689,Pasta,34,2025-03-21,Restaurant,Port Dustin,Vegetarian,Breakfast
351,Berry-Mack,Grocery Store,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,(769)872-1659,523,Salad,29,2025-03-22,Grocery Store,South Stefanietown,Non-Vegetarian,Lunch
351,Berry-Mack,Grocery Store,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,(769)872-1659,945,Vegetables,16,2025-03-21,Grocery Store,South Stefanietown,Vegetarian,Breakfast
353,Rose-Pearson,Grocery Store,"48119 Luna Villages
Cherylfurt, HI 56512",North Aaron,735.520.0971x89331,285,Rice,44,2025-03-19,Grocery Store,North Aaron,Vegetarian,Breakfast
353,Rose-Pearson,Grocery Store,"48119 Luna Villages
Cherylfurt, HI 56512",North Aaron,735.520.0971x89331,414,Vegetables,7,2025-03-21,Grocery Store,North Aaron,Non-Vegetarian,Snacks
354,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,110,Salad,49,2025-03-17,Catering Service,South Alicia,Vegan,Dinner
354,Rowe-Arias,Catering Service,"8041 Joseph Shoal Suite 878
North Robertfurt, KY 43667",South Alicia,090-649-4737,193,Pasta,25,2025-03-21,Catering Service,South Alicia,Vegan,Breakfast
355,Bowman LLC,Restaurant,"64024 Hunter Plaza Apt. 997
Grantstad, NM 06478",Port Patrick,039-263-2786x611,787,Fish,48,2025-03-24,Restaurant,Port Patrick,Vegetarian,Dinner
356,Espinoza PLC,Supermarket,"410 White Heights
North Todd, ID 25520",West Michael,(410)539-3296,281,Rice,28,2025-03-23,Supermarket,West Michael,Non-Vegetarian,Breakfast
357,Carey PLC,Supermarket,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,475,Pasta,13,2025-03-26,Supermarket,Donnaborough,Vegetarian,Dinner
357,Carey PLC,Supermarket,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,668,Salad,48,2025-03-20,Supermarket,Donnaborough,Non-Vegetarian,Snacks
357,Carey PLC,Supermarket,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,967,Fruits,34,2025-03-16,Supermarket,Donnaborough,Vegan,Snacks
358,Cole-Ochoa,Restaurant,"832 Richards Lakes Suite 950
Adambury, MS 43653",South Crystalberg,001-392-997-5127x129,595,Salad,42,2025-03-19,Restaurant,South Crystalberg,Vegan,Lunch
363,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653,817,Rice,23,2025-03-28,Catering Service,East Brittanyland,Vegetarian,Snacks
363,Henry-Terry,Catering Service,"94883 Silva Plaza Apt. 966
North Ericborough, WY 57244",East Brittanyland,(205)168-6653,852,Vegetables,49,2025-03-20,Catering Service,East Brittanyland,Non-Vegetarian,Snacks
